Expense_ID,Date,Department,Category,Sub_Category,Vendor_Name,Planned_Budget,Actual_Spend,Approval_Status
EXP-10415,2024-07-09,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,36391.19,44566.19,Over-budget Flag
EXP-10416,2024-03-11,IT Support & Operations,Cloud & Hosting,Developer Laptops,Dell,25524.75,22097.73,Approved within Budget
EXP-10417,2025-09-01,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,28006.52,25173.49,Approved within Budget
EXP-10418,2024-03-10,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,52076.29,53684.39,Approved with Variance
EXP-10419,2025-11-22,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,57666.22,70557.5,Over-budget Flag
EXP-10420,2026-06-01,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,60410.53,58988.61,Approved within Budget
EXP-10421,2024-08-28,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,60273.27,63461.36,Approved with Variance
EXP-10422,2025-02-17,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,11384.43,9866.08,Approved within Budget
EXP-10423,2024-05-02,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,39609.42,36018.32,Approved within Budget
EXP-10424,2026-06-30,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,9029.11,11238.1,Over-budget Flag
EXP-10425,2025-08-06,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,43467.02,53727.3,Over-budget Flag
EXP-10426,2024-09-09,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,35907.14,30592.02,Approved within Budget
EXP-10427,2025-08-15,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,67139.29,82629.98,Over-budget Flag
EXP-10428,2025-08-31,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,29564.05,32687.43,Approved with Variance
EXP-10429,2024-02-10,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,13194.69,15796.25,Over-budget Flag
EXP-10430,2025-09-26,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,15009.42,15488.16,Approved with Variance
EXP-10431,2024-03-24,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,58305.74,61584.76,Approved with Variance
EXP-10432,2025-03-05,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,48275.26,50473.65,Approved with Variance
EXP-10433,2025-11-04,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,12078.59,13488.71,Approved with Variance
EXP-10434,2025-08-20,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,10887.48,9862.54,Approved within Budget
EXP-10435,2025-08-01,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,54067.84,46605.91,Approved within Budget
EXP-10436,2025-06-19,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,10093.41,9822.62,Approved within Budget
EXP-10437,2024-11-19,IT Support & Operations,Cloud & Hosting,Developer Laptops,ServiceNow,62530.2,70776.2,Approved with Variance
EXP-10438,2024-09-24,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,54436.96,50666.73,Approved within Budget
EXP-10439,2024-07-28,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Apple,10694.41,11971.03,Approved with Variance
EXP-10440,2025-11-16,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,10938.64,13541.65,Over-budget Flag
EXP-10441,2026-01-03,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,74064.77,65736.95,Approved within Budget
EXP-10442,2024-11-17,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,31198.96,34912.91,Approved with Variance
EXP-10443,2024-09-01,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,30944.95,31795.94,Approved with Variance
EXP-10444,2024-09-28,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,61895.97,74105.38,Over-budget Flag
EXP-10445,2025-02-09,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,71307.4,65664.13,Approved within Budget
EXP-10446,2024-05-14,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,74020.07,83424.35,Approved with Variance
EXP-10447,2025-11-18,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,57736.47,68431.93,Over-budget Flag
EXP-10448,2025-10-22,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,31338.17,38478.44,Over-budget Flag
EXP-10449,2024-11-03,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,10845.05,12182.24,Approved with Variance
EXP-10450,2025-04-13,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,59400.28,62303.17,Approved with Variance
EXP-10451,2024-11-19,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,44088.3,48370.99,Approved with Variance
EXP-10452,2026-02-08,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,34695.54,41550.06,Over-budget Flag
EXP-10453,2024-03-15,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,68444.81,73800.2,Approved with Variance
EXP-10454,2024-01-10,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,12783.82,11021.63,Approved within Budget
EXP-10455,2025-04-14,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,39483.76,48264.14,Over-budget Flag
EXP-10456,2025-09-28,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,5794.76,6523.8,Approved with Variance
EXP-10457,2025-07-30,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,37806.24,42365.87,Approved with Variance
EXP-10458,2024-04-12,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,8941.23,8371.41,Approved within Budget
EXP-10459,2024-03-16,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,13317.25,14829.48,Approved with Variance
EXP-10460,2025-07-04,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Databricks,13226.84,13326.65,Approved with Variance
EXP-10461,2024-08-06,Software Engineering,Cloud & Hosting,Docker Hub,Docker,50444.72,56018.52,Approved with Variance
EXP-10462,2025-06-02,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,57223.14,51079.5,Approved within Budget
EXP-10463,2024-09-28,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,45835.81,51021.59,Approved with Variance
EXP-10464,2024-05-15,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,72352.08,90423.13,Over-budget Flag
EXP-10465,2024-12-23,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,31240.94,27157.27,Approved within Budget
EXP-10466,2026-06-21,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,24999.85,31021.56,Over-budget Flag
EXP-10467,2024-03-11,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Zoom,65801.94,66641.78,Approved with Variance
EXP-10468,2026-06-19,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,20651.71,24746.97,Over-budget Flag
EXP-10469,2024-09-07,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,72425.58,84227.63,Over-budget Flag
EXP-10470,2025-01-13,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,5850.81,6300.19,Approved with Variance
EXP-10471,2024-10-18,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,72891.52,83488.47,Approved with Variance
EXP-10472,2024-06-10,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,8021.19,9636.71,Over-budget Flag
EXP-10473,2025-03-24,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,67380.02,68165.41,Approved with Variance
EXP-10474,2026-05-03,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,41939.08,41134.41,Approved within Budget
EXP-10475,2025-07-10,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,74507.54,83227.71,Approved with Variance
EXP-10476,2025-12-21,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,10165.76,11925.84,Over-budget Flag
EXP-10477,2024-11-05,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,43769.8,50550.36,Over-budget Flag
EXP-10478,2025-09-18,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,72851.18,85172.17,Over-budget Flag
EXP-10479,2026-04-06,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,41616.85,42625.36,Approved with Variance
EXP-10480,2025-10-31,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,49057.9,57747.71,Over-budget Flag
EXP-10481,2025-06-25,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,53702.41,48229.25,Approved within Budget
EXP-10482,2024-01-09,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,36817.87,39313.96,Approved with Variance
EXP-10483,2025-11-14,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,48929.07,41702.42,Approved within Budget
EXP-10484,2026-04-16,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,45902.0,44976.36,Approved within Budget
EXP-10485,2025-07-21,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,68081.06,67848.54,Approved within Budget
EXP-10486,2024-11-02,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,8181.25,8250.54,Approved with Variance
EXP-10487,2025-11-10,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,24667.42,27829.46,Approved with Variance
EXP-10488,2024-04-16,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,71528.8,71916.72,Approved with Variance
EXP-10489,2026-06-18,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,67318.46,69302.84,Approved with Variance
EXP-10490,2024-05-17,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,36895.97,34867.34,Approved within Budget
EXP-10491,2024-09-27,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,48409.28,48375.43,Approved within Budget
EXP-10492,2024-04-28,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,24416.68,22973.85,Approved within Budget
EXP-10493,2026-06-30,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,18168.48,15975.15,Approved within Budget
EXP-10494,2024-04-19,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,37458.89,40881.86,Approved with Variance
EXP-10495,2026-01-30,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,29734.66,33222.09,Approved with Variance
EXP-10496,2025-07-20,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,45855.93,50340.46,Approved with Variance
EXP-10497,2024-06-08,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,10441.42,10811.02,Approved with Variance
EXP-10498,2024-10-05,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,73207.64,73347.78,Approved with Variance
EXP-10499,2024-10-15,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,74034.75,88496.21,Over-budget Flag
EXP-10500,2025-09-11,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,53871.32,56976.07,Approved with Variance
EXP-10501,2024-08-03,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,42526.75,44298.96,Approved with Variance
EXP-10502,2026-01-04,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,26666.93,22940.41,Approved within Budget
EXP-10503,2024-12-17,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,61965.65,61129.06,Approved within Budget
EXP-10504,2024-07-27,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,52931.18,53041.18,Approved with Variance
EXP-10505,2025-12-04,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,16383.19,16539.31,Approved with Variance
EXP-10506,2025-10-11,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,68764.9,74408.36,Approved with Variance
EXP-10507,2026-05-23,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,62577.61,66547.6,Approved with Variance
EXP-10508,2024-09-27,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,71485.99,78145.77,Approved with Variance
EXP-10509,2025-06-01,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Palo Alto Networks,55800.37,64502.62,Over-budget Flag
EXP-10510,2025-05-15,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,47939.06,56337.71,Over-budget Flag
EXP-10511,2024-09-14,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,34277.01,38981.5,Approved with Variance
EXP-10512,2026-05-16,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,70290.99,86613.22,Over-budget Flag
EXP-10513,2024-02-22,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,65624.47,56259.4,Approved within Budget
EXP-10514,2024-04-04,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,8165.31,7579.95,Approved within Budget
EXP-10515,2025-10-11,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,6845.69,5839.55,Approved within Budget
EXP-10516,2025-03-09,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,31352.44,34769.54,Approved with Variance
EXP-10517,2026-04-29,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,61738.73,74655.23,Over-budget Flag
EXP-10518,2024-10-10,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,74109.33,70210.65,Approved within Budget
EXP-10519,2024-02-15,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,15529.18,18958.24,Over-budget Flag
EXP-10520,2024-01-04,Software Engineering,Cloud & Hosting,JetBrains IDEs,GitHub,46589.15,40723.9,Approved within Budget
EXP-10521,2024-12-07,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,31662.36,38747.59,Over-budget Flag
EXP-10522,2026-02-28,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Apple,72894.01,72212.38,Approved within Budget
EXP-10523,2024-05-13,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,63948.32,56950.35,Approved within Budget
EXP-10524,2025-10-14,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,63683.01,66507.27,Approved with Variance
EXP-10525,2024-09-25,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,37808.52,36020.58,Approved within Budget
EXP-10526,2024-06-14,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,34037.37,32810.29,Approved within Budget
EXP-10527,2026-01-29,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,24138.5,23484.73,Approved within Budget
EXP-10528,2025-03-28,Software Engineering,Cloud & Hosting,Jira & Confluence,GitHub,8946.28,10477.98,Over-budget Flag
EXP-10529,2025-07-18,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,65530.57,69833.6,Approved with Variance
EXP-10530,2025-12-23,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,61903.07,60325.97,Approved within Budget
EXP-10531,2025-03-13,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,74980.24,82038.39,Approved with Variance
EXP-10532,2025-07-28,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,74764.58,84966.97,Approved with Variance
EXP-10533,2024-01-10,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,43880.22,42083.31,Approved within Budget
EXP-10534,2024-04-24,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,58829.12,59736.24,Approved with Variance
EXP-10535,2024-03-18,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,71133.6,63931.64,Approved within Budget
EXP-10536,2026-06-23,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,64475.32,59475.89,Approved within Budget
EXP-10537,2025-12-08,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,22314.37,25046.7,Approved with Variance
EXP-10538,2024-06-01,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,36538.09,33709.14,Approved within Budget
EXP-10539,2025-07-12,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,14041.16,14884.55,Approved with Variance
EXP-10540,2024-02-06,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,71783.57,81375.18,Approved with Variance
EXP-10541,2026-05-04,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,47432.22,42345.15,Approved within Budget
EXP-10542,2025-01-13,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,21005.0,22620.81,Approved with Variance
EXP-10543,2025-08-19,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,52019.05,49554.65,Approved within Budget
EXP-10544,2025-07-19,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,48268.98,59620.43,Over-budget Flag
EXP-10545,2024-05-31,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,30071.39,31377.04,Approved with Variance
EXP-10546,2025-03-16,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,12949.03,15181.4,Over-budget Flag
EXP-10547,2024-05-10,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,52010.12,55655.54,Approved with Variance
EXP-10548,2024-02-12,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,41421.54,35927.59,Approved within Budget
EXP-10549,2024-11-11,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,59062.29,65161.09,Approved with Variance
EXP-10550,2025-01-08,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,41411.45,50959.33,Over-budget Flag
EXP-10551,2026-03-26,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,64652.71,70513.14,Approved with Variance
EXP-10552,2026-05-31,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,43633.48,51386.08,Over-budget Flag
EXP-10553,2024-02-10,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,44265.66,53281.8,Over-budget Flag
EXP-10554,2025-01-01,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,66365.75,62465.56,Approved within Budget
EXP-10555,2024-08-03,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,33243.8,31076.9,Approved within Budget
EXP-10556,2025-11-29,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,14381.07,15738.53,Approved with Variance
EXP-10557,2024-09-12,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,7014.79,7115.88,Approved with Variance
EXP-10558,2025-11-13,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,57859.61,68618.29,Over-budget Flag
EXP-10559,2024-04-15,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,48421.67,58590.67,Over-budget Flag
EXP-10560,2024-12-28,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,54285.58,53817.02,Approved within Budget
EXP-10561,2026-03-09,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Palo Alto Networks,19907.49,18807.57,Approved within Budget
EXP-10562,2025-07-27,IT Support & Operations,Cloud & Hosting,Developer Laptops,Zoom,14546.0,16905.51,Over-budget Flag
EXP-10563,2026-06-24,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,6018.13,5776.94,Approved within Budget
EXP-10564,2026-06-14,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,29541.13,34830.34,Over-budget Flag
EXP-10565,2025-02-20,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,46294.24,47196.76,Approved with Variance
EXP-10566,2025-09-27,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,32457.08,36255.21,Approved with Variance
EXP-10567,2026-02-06,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,35623.24,31641.06,Approved within Budget
EXP-10568,2024-06-07,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,68291.11,75089.06,Approved with Variance
EXP-10569,2024-08-30,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Fivetran,29377.88,30279.99,Approved with Variance
EXP-10570,2026-06-04,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Okta,40979.26,44447.88,Approved with Variance
EXP-10571,2024-06-15,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,59855.71,54900.0,Approved within Budget
EXP-10572,2026-03-30,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,32757.99,37499.69,Approved with Variance
EXP-10573,2026-04-10,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,48546.07,58018.32,Over-budget Flag
EXP-10574,2024-06-30,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,65365.46,61227.56,Approved within Budget
EXP-10575,2026-06-21,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,71466.44,63482.63,Approved within Budget
EXP-10576,2025-02-26,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,15295.14,13145.49,Approved within Budget
EXP-10577,2024-01-26,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,69861.13,77321.5,Approved with Variance
EXP-10578,2024-07-02,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,39448.14,43110.41,Approved with Variance
EXP-10579,2026-01-24,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,23077.11,24662.02,Approved with Variance
EXP-10580,2024-12-06,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,CrowdStrike,37139.5,35014.33,Approved within Budget
EXP-10581,2026-03-12,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,73602.28,74070.57,Approved with Variance
EXP-10582,2025-02-25,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,39483.27,42949.53,Approved with Variance
EXP-10583,2026-04-01,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,28012.61,29377.01,Approved with Variance
EXP-10584,2025-11-16,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,49338.06,61431.52,Over-budget Flag
EXP-10585,2026-06-03,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,21810.19,19728.97,Approved within Budget
EXP-10586,2026-01-22,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,10310.43,11630.76,Approved with Variance
EXP-10587,2026-04-10,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Palo Alto Networks,14021.58,14186.02,Approved with Variance
EXP-10588,2024-09-11,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,13963.21,14260.34,Approved with Variance
EXP-10589,2024-09-30,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,15633.19,17775.55,Approved with Variance
EXP-10590,2024-06-12,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,14717.9,16586.7,Approved with Variance
EXP-10591,2026-03-17,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,49861.23,62152.14,Over-budget Flag
EXP-10592,2025-12-19,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,17731.61,15982.52,Approved within Budget
EXP-10593,2024-04-20,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,29196.71,26033.07,Approved within Budget
EXP-10594,2025-01-26,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,67775.19,77245.79,Approved with Variance
EXP-10595,2026-06-12,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,38177.31,41283.22,Approved with Variance
EXP-10596,2024-02-09,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,51729.04,49642.51,Approved within Budget
EXP-10597,2026-05-29,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,17062.39,15045.07,Approved within Budget
EXP-10598,2025-04-26,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,18460.23,16323.7,Approved within Budget
EXP-10599,2024-08-15,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,7860.8,9493.3,Over-budget Flag
EXP-10600,2024-07-23,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,16825.45,15592.93,Approved within Budget
EXP-10601,2026-04-16,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,24501.32,23995.33,Approved within Budget
EXP-10602,2025-04-16,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,17390.73,16358.81,Approved within Budget
EXP-10603,2024-12-24,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Apple,11209.18,11119.49,Approved within Budget
EXP-10604,2024-11-08,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,13444.51,11801.18,Approved within Budget
EXP-10605,2026-04-20,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,37254.51,39401.26,Approved with Variance
EXP-10606,2026-03-25,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,19443.36,17052.7,Approved within Budget
EXP-10607,2026-06-11,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,30498.89,35688.05,Over-budget Flag
EXP-10608,2024-08-21,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,40239.21,37965.08,Approved within Budget
EXP-10609,2024-08-16,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,53327.64,56847.52,Approved with Variance
EXP-10610,2024-01-25,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,7751.85,9317.97,Over-budget Flag
EXP-10611,2025-11-06,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,60958.73,67685.58,Approved with Variance
EXP-10612,2024-07-16,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,48953.03,52046.03,Approved with Variance
EXP-10613,2025-02-12,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,10723.13,10505.81,Approved within Budget
EXP-10614,2024-12-02,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,66150.5,65039.22,Approved within Budget
EXP-10615,2024-10-12,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,69461.07,77643.22,Approved with Variance
EXP-10616,2026-06-04,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Microsoft,9275.46,11572.58,Over-budget Flag
EXP-10617,2024-03-12,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,24381.44,27178.86,Approved with Variance
EXP-10618,2026-03-02,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,61434.09,65925.74,Approved with Variance
EXP-10619,2024-10-12,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,57378.18,65540.81,Approved with Variance
EXP-10620,2024-12-25,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,17916.47,18562.94,Approved with Variance
